PCM_type_Wall,Thickness_Wall,Melting_Point_Wall,PCM_type_Roof,Thickness_Roof,Melting_Point_Roof,Roof_PCM_Position,wall_PCM_Position,IDD,EUI,TL,city,pareto,TL_phase
1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,6.118536,48.859,-1.0,Hamedan,False,23.0
1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,6.000725,49.008,-1.0,Hamedan,False,23.0
1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,6.212012,49.405,-1.0,Hamedan,False,23.0
0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,6.205085,49.256,0.0,Hamedan,False,0.0
0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,6.228482,49.405,0.0,Hamedan,False,0.0
0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,6.163479,49.107,-1.0,Hamedan,False,23.0
0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,6.234691,49.405,0.0,Hamedan,False,0.0
1.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,6.23306,49.554,0.0,Hamedan,False,0.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,6.21049,49.306,0.0,Hamedan,False,0.0
1.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,6.189379,49.206,0.0,Hamedan,False,0.0
0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,6.2092,49.157,0.0,Hamedan,False,0.0
0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,6.204205,49.107,0.0,Hamedan,False,0.0
0.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,6.229099,49.405,1.0,Hamedan,False,1.0
0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,6.195978,49.256,0.0,Hamedan,False,0.0
0.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,6.134679,49.008,-1.0,Hamedan,False,23.0
1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,6.16506,49.107,0.0,Hamedan,False,0.0
1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,6.142223,48.958,-1.0,Hamedan,False,23.0
1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,6.194656,49.058,0.0,Hamedan,False,0.0
1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,6.189532,49.206,0.0,Hamedan,False,0.0
1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,6.191292,49.157,-1.0,Hamedan,False,23.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.238241,49.603,0.0,Hamedan,False,0.0
0.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,6.126507,49.058,-1.0,Hamedan,False,23.0
0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,6.078566,49.256,-1.0,Hamedan,False,23.0
0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,6.135896,49.107,-1.0,Hamedan,False,23.0
1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,6.195157,49.058,-1.0,Hamedan,False,23.0
0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,6.269663,49.752,-1.0,Hamedan,False,23.0
1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,6.195157,49.058,-1.0,Hamedan,False,23.0
1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,6.235371,49.454,-1.0,Hamedan,False,23.0
1.0,3.0,2.0,1.0,0.0,4.0,2.0,2.0,6.189379,49.206,0.0,Hamedan,False,0.0
1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,6.001761,49.008,-1.0,Hamedan,False,23.0
1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,6.220144,49.355,0.0,Hamedan,False,0.0
0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,7.986023,79.266,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,8.052329,81.597,-3.0,Kashan,False,21.0
1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,7.798875,78.869,-3.0,Kashan,False,21.0
0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,7.982672,79.266,-3.0,Kashan,False,21.0
1.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,7.948553,79.415,-3.0,Kashan,False,21.0
0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,8.127128,81.3,-3.0,Kashan,False,21.0
0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,7.92519,79.117,-3.0,Kashan,False,21.0
1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,7.966352,79.167,-3.0,Kashan,False,21.0
1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.899215,79.117,-3.0,Kashan,False,21.0
0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,7.867182,79.067,-3.0,Kashan,False,21.0
1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,7.949658,79.415,-3.0,Kashan,False,21.0
1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,7.8023,78.919,-3.0,Kashan,False,21.0
1.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,7.95041,79.415,-3.0,Kashan,False,21.0
1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,8.000642,79.315,-3.0,Kashan,False,21.0
0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,7.986023,79.266,-3.0,Kashan,False,21.0
0.0,1.0,4.0,0.0,3.0,3.0,1.0,0.0,7.986023,79.266,-3.0,Kashan,False,21.0
1.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,7.927112,79.067,-3.0,Kashan,False,21.0
1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,7.949658,79.415,-3.0,Kashan,False,21.0
1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,8.131308,81.548,-3.0,Kashan,False,21.0
0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,7.95041,79.415,-3.0,Kashan,False,21.0
1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,8.120257,81.25,-3.0,Kashan,False,21.0
0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,7.900596,79.018,-3.0,Kashan,False,21.0
1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,7.949658,79.415,-3.0,Kashan,False,21.0
0.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,8.029596,79.762,-3.0,Kashan,False,21.0
1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,7.796976,78.869,-3.0,Kashan,False,21.0
1.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,7.944431,79.415,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,8.029596,79.762,-3.0,Kashan,False,21.0
0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,8.047405,80.258,-3.0,Kashan,False,21.0
0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,8.051401,80.308,-3.0,Kashan,False,21.0
0.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0,7.962663,79.712,-3.0,Kashan,False,21.0
0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,7.953829,79.365,-3.0,Kashan,False,21.0
0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,7.953829,79.365,-3.0,Kashan,False,21.0
1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,7.969258,79.96,-3.0,Kashan,False,21.0
1.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,7.936593,79.315,-2.0,Kashan,False,22.0
1.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,7.95148,79.365,-3.0,Kashan,False,21.0
1.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,7.918836,79.117,-3.0,Kashan,False,21.0
0.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,7.824175,79.067,-3.0,Kashan,False,21.0
0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,7.953095,79.464,-3.0,Kashan,False,21.0
1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,7.911727,79.167,-3.0,Kashan,False,21.0
0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,7.953095,79.464,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,3.0,4.0,1.0,1.0,7.898882,79.167,-3.0,Kashan,False,21.0
0.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,7.90743,79.167,-3.0,Kashan,False,21.0
1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,7.896995,79.067,-3.0,Kashan,False,21.0
1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,7.978124,79.216,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,7.907835,79.067,-3.0,Kashan,False,21.0
0.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,7.955273,79.415,-3.0,Kashan,False,21.0
0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,8.076363,81.498,-3.0,Kashan,False,21.0
1.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,7.911727,79.167,-3.0,Kashan,False,21.0
1.0,0.0,3.0,0.0,2.0,4.0,0.0,2.0,8.121939,81.2,-3.0,Kashan,False,21.0
0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,7.955273,79.415,-3.0,Kashan,False,21.0
0.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,7.995691,79.315,-3.0,Kashan,False,21.0
1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,7.899215,79.117,-3.0,Kashan,False,21.0
1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,7.925895,79.067,-3.0,Kashan,False,21.0
1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,7.918836,79.117,-3.0,Kashan,False,21.0
0.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,7.933882,79.167,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,8.172105,82.242,-3.0,Kashan,True,21.0
1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,7.897821,79.067,-3.0,Kashan,False,21.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,7.948008,79.415,-3.0,Kashan,False,21.0
1.0,2.0,3.0,1.0,2.0,4.0,0.0,1.0,8.071615,81.498,-3.0,Kashan,False,21.0
1.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,8.035303,81.895,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,8.043938,80.308,-3.0,Kashan,False,21.0
1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,7.934305,79.216,-3.0,Kashan,False,21.0
0.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
0.0,0.0,3.0,1.0,1.0,4.0,0.0,1.0,8.073346,80.456,-3.0,Kashan,False,21.0
1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,7.944431,79.415,-3.0,Kashan,False,21.0
1.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,8.071615,81.498,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,7.992249,79.266,-3.0,Kashan,False,21.0
0.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,7.951251,79.365,-3.0,Kashan,False,21.0
0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,7.953829,79.365,-3.0,Kashan,False,21.0
0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,7.947314,79.365,-2.0,Kashan,False,22.0
1.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,7.875536,79.018,-3.0,Kashan,False,21.0
0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,7.986323,79.167,-3.0,Kashan,False,21.0
0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,7.947314,79.365,-2.0,Kashan,False,22.0
1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,7.949658,79.415,-3.0,Kashan,False,21.0
0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,7.90743,79.167,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,7.986323,79.167,-3.0,Kashan,False,21.0
0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,7.91235,79.167,-3.0,Kashan,False,21.0
0.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,8.052329,81.597,-3.0,Kashan,False,21.0
0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,8.050791,80.357,-3.0,Kashan,False,21.0
1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.899215,79.117,-3.0,Kashan,False,21.0
1.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,7.90565,79.563,-3.0,Kashan,False,21.0
1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,8.071615,81.498,-3.0,Kashan,False,21.0
1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,7.897821,79.067,-3.0,Kashan,False,21.0
0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,7.950437,79.365,-3.0,Kashan,False,21.0
0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,7.954212,79.464,-3.0,Kashan,False,21.0
0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,8.078818,80.704,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,8.123778,81.25,-3.0,Kashan,False,21.0
0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,7.906049,79.117,-3.0,Kashan,False,21.0
1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.971202,80.01,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,7.934305,79.216,-3.0,Kashan,False,21.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.951803,79.415,-3.0,Kashan,False,21.0
1.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,7.959769,79.613,-3.0,Kashan,False,21.0
1.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,7.911727,79.167,-3.0,Kashan,False,21.0
0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,7.953095,79.464,-3.0,Kashan,False,21.0
0.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,8.004196,79.315,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,8.047405,80.258,-3.0,Kashan,False,21.0
1.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,7.934305,79.216,-3.0,Kashan,False,21.0
0.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,7.951917,79.315,-3.0,Kashan,False,21.0
0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.932485,79.117,-3.0,Kashan,False,21.0
0.0,1.0,3.0,0.0,2.0,4.0,1.0,2.0,7.953829,79.365,-3.0,Kashan,False,21.0
0.0,0.0,3.0,0.0,3.0,4.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,8.035303,81.895,-3.0,Kashan,False,21.0
0.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,7.970692,79.167,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,7.955273,79.415,-3.0,Kashan,False,21.0
0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.050791,80.357,-3.0,Kashan,False,21.0
1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,7.983534,79.167,-3.0,Kashan,False,21.0
0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,8.060763,81.746,-3.0,Kashan,False,21.0
1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,7.893088,79.067,-3.0,Kashan,False,21.0
0.0,3.0,4.0,0.0,3.0,2.0,2.0,1.0,7.818062,78.968,-3.0,Kashan,False,21.0
1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,7.863098,78.968,-3.0,Kashan,False,21.0
0.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,7.813832,78.919,-3.0,Kashan,False,21.0
0.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,7.962663,79.712,-3.0,Kashan,False,21.0
0.0,2.0,2.0,1.0,2.0,4.0,0.0,1.0,8.079418,81.548,-3.0,Kashan,False,21.0
0.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,8.047405,80.258,-3.0,Kashan,False,21.0
1.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,7.862709,78.968,-3.0,Kashan,False,21.0
0.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,7.953829,79.365,-3.0,Kashan,False,21.0
0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,7.972039,79.167,-3.0,Kashan,False,21.0
1.0,0.0,3.0,1.0,3.0,3.0,0.0,2.0,8.035303,81.895,-3.0,Kashan,False,21.0
1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,7.961178,79.613,-3.0,Kashan,False,21.0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.985487,79.216,-3.0,Kashan,False,21.0
1.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,8.049347,80.407,-3.0,Kashan,False,21.0
0.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,7.932485,79.117,-3.0,Kashan,False,21.0
1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,8.069188,81.498,-3.0,Kashan,False,21.0
0.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,7.867527,79.067,-3.0,Kashan,False,21.0
0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,7.824175,79.067,-3.0,Kashan,False,21.0
0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,8.054496,80.407,-3.0,Kashan,False,21.0
1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,7.800122,78.919,-3.0,Kashan,False,21.0
1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,7.896995,79.067,-3.0,Kashan,False,21.0
0.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,7.953829,79.365,-3.0,Kashan,False,21.0
1.0,3.0,3.0,0.0,3.0,4.0,1.0,2.0,7.806085,78.919,-3.0,Kashan,False,21.0
1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,8.030656,80.208,-2.0,Kashan,False,22.0
0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,7.971,79.117,-3.0,Kashan,False,21.0
0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,7.818062,78.968,-3.0,Kashan,False,21.0
0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,8.012178,79.762,-3.0,Kashan,False,21.0
0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.078818,80.704,-3.0,Kashan,False,21.0
0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,8.054496,80.407,-3.0,Kashan,False,21.0
0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.029596,79.762,-3.0,Kashan,False,21.0
0.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,7.92519,79.117,-3.0,Kashan,False,21.0
0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,7.983299,79.266,-3.0,Kashan,False,21.0
0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,7.96559,79.663,-3.0,Kashan,False,21.0
0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,7.90743,79.167,-3.0,Kashan,False,21.0
0.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,7.962663,79.712,-3.0,Kashan,False,21.0
0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,7.892711,79.067,-3.0,Kashan,False,21.0
0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,7.875536,79.018,-3.0,Kashan,False,21.0
1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,7.978124,79.216,-3.0,Kashan,False,21.0
1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,7.899677,79.067,-3.0,Kashan,False,21.0
1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,7.798875,78.869,-3.0,Kashan,False,21.0
1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,8.049347,80.407,-3.0,Kashan,False,21.0
0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,7.953095,79.464,-3.0,Kashan,False,21.0
1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,7.8023,78.919,-3.0,Kashan,False,21.0
0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,7.951917,79.315,-3.0,Kashan,False,21.0
0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,7.935067,79.216,-3.0,Kashan,False,21.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,8.078818,80.704,-3.0,Kashan,False,21.0
0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
1.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,8.071615,81.498,-3.0,Kashan,False,21.0
1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,7.942896,79.415,-3.0,Kashan,False,21.0
0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.900596,79.018,-3.0,Kashan,False,21.0
0.0,3.0,4.0,0.0,1.0,3.0,0.0,2.0,8.047405,80.258,-3.0,Kashan,False,21.0
0.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,7.863756,79.018,-3.0,Kashan,False,21.0
1.0,2.0,3.0,0.0,0.0,4.0,2.0,0.0,7.976448,79.117,-3.0,Kashan,False,21.0
0.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,7.798875,78.869,-3.0,Kashan,False,21.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,7.962866,79.563,-3.0,Kashan,False,21.0
1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,7.94447,80.159,-3.0,Kashan,False,21.0
1.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,8.068259,81.448,-3.0,Kashan,False,21.0
0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,7.956597,79.712,-3.0,Kashan,False,21.0
0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,7.983416,79.216,-3.0,Kashan,False,21.0
0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.868271,79.067,-3.0,Kashan,False,21.0
0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,8.027426,79.712,7.0,Kashan,False,7.0
1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,7.899215,79.117,-3.0,Kashan,False,21.0
0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,7.956597,79.712,-3.0,Kashan,False,21.0
1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,7.97742,79.216,-3.0,Kashan,False,21.0
1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,8.038786,81.944,-3.0,Kashan,False,21.0
1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,7.875536,79.018,-3.0,Kashan,False,21.0
0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,7.907835,79.067,-3.0,Kashan,False,21.0
0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,7.968275,79.167,-3.0,Kashan,False,21.0
1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,8.049347,80.407,-3.0,Kashan,False,21.0
0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,8.071116,81.349,-3.0,Kashan,False,21.0
0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,8.047405,80.258,-3.0,Kashan,False,21.0
0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
0.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,7.841028,78.968,-3.0,Kashan,False,21.0
0.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,7.985312,79.117,-3.0,Kashan,False,21.0
1.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,7.899215,79.117,-3.0,Kashan,False,21.0
1.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,8.071615,81.498,-3.0,Kashan,False,21.0
1.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,7.868975,79.067,-3.0,Kashan,False,21.0
0.0,1.0,2.0,0.0,2.0,4.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,7.944431,79.415,-3.0,Kashan,False,21.0
0.0,0.0,4.0,0.0,2.0,3.0,1.0,1.0,7.987022,79.216,-3.0,Kashan,False,21.0
1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,8.119868,82.093,-3.0,Kashan,False,21.0
0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,7.972875,79.167,-3.0,Kashan,False,21.0
1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,8.049347,80.407,-3.0,Kashan,False,21.0
0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,7.950598,79.415,-3.0,Kashan,False,21.0
1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,8.071615,81.498,-3.0,Kashan,False,21.0
1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,7.897821,79.067,-3.0,Kashan,False,21.0
0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,7.986023,79.266,-3.0,Kashan,False,21.0
0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,7.90579,79.067,-3.0,Kashan,False,21.0
1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,7.918836,79.117,-3.0,Kashan,False,21.0
1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,7.917866,79.167,-3.0,Kashan,False,21.0
0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,8.108795,81.25,-3.0,Kashan,False,21.0
0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,7.955273,79.415,-3.0,Kashan,False,21.0
1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,7.933021,79.167,-3.0,Kashan,False,21.0
0.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,7.956787,79.464,-3.0,Kashan,False,21.0
0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,7.972875,79.167,-3.0,Kashan,False,21.0
1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,8.011565,80.605,-3.0,Kashan,False,21.0
0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,8.083391,80.804,-3.0,Kashan,False,21.0
