PCM_type_Wall,Thickness_Wall,Melting_Point_Wall,PCM_type_Roof,Thickness_Roof,Melting_Point_Roof,Roof_PCM_Position,wall_PCM_Position,IDD,EUI,TL,city,pareto,TL_phase
0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,13.539837,220.734,-2.0,Bandarabbas,False,22.0
0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,13.637036,238.194,8.0,Bandarabbas,False,8.0
1.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,13.579556,237.252,-1.0,Bandarabbas,False,23.0
0.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,13.675003,239.782,-2.0,Bandarabbas,False,22.0
0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,13.581127,237.748,8.0,Bandarabbas,False,8.0
0.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,13.525446,236.012,-2.0,Bandarabbas,False,22.0
0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,13.577788,237.401,0.0,Bandarabbas,False,0.0
1.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,13.519672,235.417,-2.0,Bandarabbas,False,22.0
0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,13.581127,237.748,8.0,Bandarabbas,False,8.0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,13.602823,237.798,8.0,Bandarabbas,False,8.0
1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,13.682912,237.55,-2.0,Bandarabbas,False,22.0
0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,13.570102,237.55,-2.0,Bandarabbas,False,22.0
1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,13.627282,238.046,-2.0,Bandarabbas,False,22.0
1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,13.634763,225.794,-1.0,Bandarabbas,False,23.0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,13.690025,227.083,-1.0,Bandarabbas,False,23.0
0.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,13.573945,237.748,-2.0,Bandarabbas,False,22.0
0.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,13.548091,221.131,-2.0,Bandarabbas,False,22.0
0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,13.572123,237.401,8.0,Bandarabbas,False,8.0
1.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,13.587522,237.698,-2.0,Bandarabbas,False,22.0
0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,13.676661,240.476,-2.0,Bandarabbas,False,22.0
1.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,13.54421,220.982,-2.0,Bandarabbas,False,22.0
0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,13.602053,237.004,8.0,Bandarabbas,False,8.0
0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,13.580015,237.103,8.0,Bandarabbas,False,8.0
1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,13.515252,235.565,-2.0,Bandarabbas,False,22.0
1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,13.63842,237.996,8.0,Bandarabbas,False,8.0
0.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,13.551464,221.627,-2.0,Bandarabbas,False,22.0
0.0,2.0,4.0,0.0,2.0,3.0,2.0,2.0,13.551464,221.627,-2.0,Bandarabbas,False,22.0
0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,13.550418,237.103,8.0,Bandarabbas,False,8.0
0.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,13.581071,237.054,8.0,Bandarabbas,False,8.0
1.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,13.544687,235.565,-2.0,Bandarabbas,False,22.0
1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,13.581871,237.004,8.0,Bandarabbas,False,8.0
0.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,13.540316,237.401,8.0,Bandarabbas,False,8.0
1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,13.554344,236.905,8.0,Bandarabbas,False,8.0
1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,13.58161,237.798,8.0,Bandarabbas,False,8.0
1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,13.542488,233.581,-2.0,Bandarabbas,False,22.0
0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,13.592374,237.649,-2.0,Bandarabbas,False,22.0
0.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,13.533893,237.45,-2.0,Bandarabbas,False,22.0
1.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,13.691112,239.286,8.0,Bandarabbas,False,8.0
1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,13.685722,224.95,8.0,Bandarabbas,False,8.0
1.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,13.548457,236.905,8.0,Bandarabbas,False,8.0
1.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,13.575905,237.252,8.0,Bandarabbas,False,8.0
1.0,3.0,1.0,1.0,3.0,3.0,0.0,2.0,13.745081,239.633,-2.0,Bandarabbas,True,22.0
0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,13.623963,225.942,0.0,Bandarabbas,False,0.0
0.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,13.535889,236.062,-2.0,Bandarabbas,False,22.0
0.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,13.578948,237.45,8.0,Bandarabbas,False,8.0
1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,13.519672,235.417,-2.0,Bandarabbas,False,22.0
0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,13.581234,236.607,8.0,Bandarabbas,False,8.0
0.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,13.675003,239.782,-2.0,Bandarabbas,False,22.0
0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,13.545961,221.429,-2.0,Bandarabbas,False,22.0
1.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,13.625819,235.962,-2.0,Bandarabbas,False,22.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,13.545316,237.302,8.0,Bandarabbas,False,8.0
1.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,13.54421,220.982,-2.0,Bandarabbas,False,22.0
0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,13.552757,236.062,8.0,Bandarabbas,False,8.0
0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,13.577887,237.302,8.0,Bandarabbas,False,8.0
0.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,13.553341,237.054,8.0,Bandarabbas,False,8.0
0.0,3.0,4.0,0.0,1.0,1.0,2.0,1.0,13.572123,237.401,8.0,Bandarabbas,False,8.0
0.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,13.535374,235.119,-2.0,Bandarabbas,False,22.0
0.0,3.0,2.0,0.0,3.0,2.0,1.0,2.0,13.519186,235.119,-2.0,Bandarabbas,False,22.0
1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,13.541878,235.863,-2.0,Bandarabbas,False,22.0
1.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,13.537975,236.806,-1.0,Bandarabbas,False,23.0
0.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,13.572123,237.401,8.0,Bandarabbas,False,8.0
0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,13.540316,237.401,8.0,Bandarabbas,False,8.0
1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,13.687949,239.435,8.0,Bandarabbas,False,8.0
0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,13.599292,224.008,8.0,Bandarabbas,False,8.0
1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,13.549577,220.536,-2.0,Bandarabbas,False,22.0
1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,13.545316,237.302,8.0,Bandarabbas,False,8.0
1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,13.572175,237.45,-2.0,Bandarabbas,False,22.0
0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,13.570102,237.55,-2.0,Bandarabbas,False,22.0
1.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,13.742816,241.121,-2.0,Bandarabbas,True,22.0
0.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,13.545961,221.429,-2.0,Bandarabbas,False,22.0
0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,13.568858,237.748,8.0,Bandarabbas,False,8.0
1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,13.576305,237.45,-1.0,Bandarabbas,False,23.0
0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,13.567736,237.748,-1.0,Bandarabbas,False,23.0
0.0,0.0,4.0,1.0,2.0,4.0,1.0,1.0,13.547312,237.153,8.0,Bandarabbas,False,8.0
1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,13.522514,235.764,-2.0,Bandarabbas,False,22.0
0.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,13.584075,236.954,8.0,Bandarabbas,False,8.0
1.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,13.575905,237.252,8.0,Bandarabbas,False,8.0
1.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,13.63842,237.996,8.0,Bandarabbas,False,8.0
1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,13.545316,237.302,8.0,Bandarabbas,False,8.0
1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,13.691747,237.649,-2.0,Bandarabbas,False,22.0
1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,13.624736,238.145,-2.0,Bandarabbas,False,22.0
1.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,13.541982,220.437,-2.0,Bandarabbas,False,22.0
0.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,13.537706,237.649,-2.0,Bandarabbas,False,22.0
0.0,0.0,4.0,0.0,3.0,2.0,2.0,1.0,13.581234,236.607,8.0,Bandarabbas,False,8.0
1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,13.579556,237.252,-1.0,Bandarabbas,False,23.0
1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,13.574261,237.252,8.0,Bandarabbas,False,8.0
0.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,13.540316,237.401,8.0,Bandarabbas,False,8.0
1.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,13.576129,237.351,-2.0,Bandarabbas,False,22.0
0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,13.724805,241.022,-2.0,Bandarabbas,False,22.0
1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,13.544357,220.933,-2.0,Bandarabbas,False,22.0
0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,13.632703,223.065,8.0,Bandarabbas,False,8.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.637036,238.194,8.0,Bandarabbas,False,8.0
1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,13.515252,235.565,-2.0,Bandarabbas,False,22.0
0.0,1.0,1.0,0.0,3.0,4.0,2.0,0.0,13.577788,237.401,0.0,Bandarabbas,False,0.0
1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,13.580721,237.202,8.0,Bandarabbas,False,8.0
1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,13.515252,235.565,-2.0,Bandarabbas,False,22.0
0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,13.675003,239.782,-2.0,Bandarabbas,False,22.0
1.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,13.522514,235.764,-2.0,Bandarabbas,False,22.0
1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,13.549179,236.706,8.0,Bandarabbas,False,8.0
0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,13.572123,237.401,8.0,Bandarabbas,False,8.0
1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,13.602602,222.917,8.0,Bandarabbas,False,8.0
0.0,0.0,4.0,1.0,1.0,3.0,2.0,0.0,13.580338,237.351,8.0,Bandarabbas,False,8.0
1.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,13.57569,237.351,-2.0,Bandarabbas,False,22.0
0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,13.581071,237.054,8.0,Bandarabbas,False,8.0
1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,13.545316,237.302,8.0,Bandarabbas,False,8.0
1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,13.685722,224.95,8.0,Bandarabbas,False,8.0
0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,13.59769,223.313,8.0,Bandarabbas,False,8.0
1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,13.574261,237.252,8.0,Bandarabbas,False,8.0
0.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,13.535437,221.875,-2.0,Bandarabbas,False,22.0
0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,13.573945,237.748,-2.0,Bandarabbas,False,22.0
0.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,13.540316,237.401,8.0,Bandarabbas,False,8.0
0.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,13.535374,235.119,-2.0,Bandarabbas,False,22.0
1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,13.547972,220.784,-2.0,Bandarabbas,False,22.0
0.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,13.554956,236.905,-2.0,Bandarabbas,False,22.0
1.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,13.572919,237.45,-1.0,Bandarabbas,False,23.0
0.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,13.535437,221.875,-2.0,Bandarabbas,False,22.0
0.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,13.548091,221.131,-2.0,Bandarabbas,False,22.0
0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,13.542312,221.478,-2.0,Bandarabbas,False,22.0
1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,13.577909,237.351,-1.0,Bandarabbas,False,23.0
0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,13.535437,221.875,-2.0,Bandarabbas,False,22.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.542186,237.45,8.0,Bandarabbas,False,8.0
0.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,13.572859,237.55,0.0,Bandarabbas,False,0.0
1.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,13.542813,237.351,-1.0,Bandarabbas,False,23.0
1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,13.579055,236.806,-2.0,Bandarabbas,False,22.0
1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,13.58124,236.954,8.0,Bandarabbas,False,8.0
1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,13.542813,237.351,-1.0,Bandarabbas,False,23.0
0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,13.537841,221.478,-2.0,Bandarabbas,False,22.0
1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,13.577909,237.351,-1.0,Bandarabbas,False,23.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.577909,237.351,-1.0,Bandarabbas,False,23.0
1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,13.545404,236.954,-2.0,Bandarabbas,False,22.0
1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,13.518052,235.417,-2.0,Bandarabbas,False,22.0
1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,13.681856,239.484,-2.0,Bandarabbas,False,22.0
0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,13.583664,237.599,-1.0,Bandarabbas,False,23.0
0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,13.59769,223.313,8.0,Bandarabbas,False,8.0
0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,13.537706,237.649,-2.0,Bandarabbas,False,22.0
0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,13.638622,223.76,8.0,Bandarabbas,False,8.0
1.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,13.634763,225.794,-1.0,Bandarabbas,False,23.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,13.579556,237.252,-1.0,Bandarabbas,False,23.0
1.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,13.58124,236.954,8.0,Bandarabbas,False,8.0
0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,13.574677,236.954,8.0,Bandarabbas,False,8.0
0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,13.572123,237.401,8.0,Bandarabbas,False,8.0
0.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,13.575999,235.218,8.0,Bandarabbas,False,8.0
0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,13.581071,237.054,8.0,Bandarabbas,False,8.0
0.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,13.542312,221.478,-2.0,Bandarabbas,False,22.0
1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,13.58107,238.145,-2.0,Bandarabbas,False,22.0
1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,13.575725,237.351,-2.0,Bandarabbas,False,22.0
1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,13.578617,237.004,8.0,Bandarabbas,False,8.0
1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,13.579979,237.004,8.0,Bandarabbas,False,8.0
1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,13.545316,237.302,8.0,Bandarabbas,False,8.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,13.623963,225.942,0.0,Bandarabbas,False,0.0
0.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,13.537841,221.478,-2.0,Bandarabbas,False,22.0
0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,13.525825,236.458,-2.0,Bandarabbas,False,22.0
0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,13.535437,221.875,-2.0,Bandarabbas,False,22.0
1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,13.543879,237.401,8.0,Bandarabbas,False,8.0
0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,13.692777,224.256,8.0,Bandarabbas,False,8.0
1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,13.543879,237.401,8.0,Bandarabbas,False,8.0
1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,13.63842,237.996,8.0,Bandarabbas,False,8.0
1.0,3.0,2.0,1.0,0.0,4.0,2.0,2.0,13.58124,236.954,8.0,Bandarabbas,False,8.0
1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,13.515252,235.565,-2.0,Bandarabbas,False,22.0
1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,13.604763,222.867,8.0,Bandarabbas,False,8.0
0.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,11.781058,167.857,-16.0,Bushhr,False,8.0
0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,11.797359,168.8,-16.0,Bushhr,False,8.0
0.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,11.753248,168.403,0.0,Bushhr,False,0.0
0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,11.812959,169.345,-16.0,Bushhr,False,8.0
0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,11.971548,172.073,-16.0,Bushhr,False,8.0
0.0,3.0,3.0,0.0,2.0,4.0,2.0,1.0,11.781058,167.857,-16.0,Bushhr,False,8.0
0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,11.790341,167.708,-16.0,Bushhr,False,8.0
1.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,11.796766,168.8,0.0,Bushhr,False,0.0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,11.978839,172.173,-16.0,Bushhr,False,8.0
0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,11.902943,170.883,0.0,Bushhr,False,0.0
1.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,11.789777,168.353,0.0,Bushhr,False,0.0
0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,11.816919,168.849,-16.0,Bushhr,False,8.0
1.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,11.778113,168.651,-16.0,Bushhr,False,8.0
1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,11.819926,169.246,-16.0,Bushhr,False,8.0
0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,11.980572,171.677,-16.0,Bushhr,False,8.0
1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,11.820768,169.246,-16.0,Bushhr,False,8.0
0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,11.852982,169.742,-16.0,Bushhr,False,8.0
0.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,11.822487,169.395,0.0,Bushhr,False,0.0
1.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,12.015081,172.47,-1.0,Bushhr,False,23.0
1.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,11.788497,167.262,0.0,Bushhr,False,0.0
0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,11.788589,169.147,-16.0,Bushhr,False,8.0
0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,11.790245,166.617,-16.0,Bushhr,False,8.0
1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,11.787011,168.8,-8.0,Bushhr,False,16.0
0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,11.980572,171.677,-16.0,Bushhr,False,8.0
0.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,11.980572,171.677,-16.0,Bushhr,False,8.0
1.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,11.775839,168.601,-1.0,Bushhr,False,23.0
1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,11.906984,170.585,-16.0,Bushhr,False,8.0
0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,11.814665,169.147,-16.0,Bushhr,False,8.0
1.0,2.0,1.0,0.0,3.0,3.0,0.0,2.0,12.039796,173.115,-8.0,Bushhr,True,16.0
1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,11.795873,168.899,-16.0,Bushhr,False,8.0
1.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,11.81871,169.246,-16.0,Bushhr,False,8.0
0.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,11.778282,168.552,0.0,Bushhr,False,0.0
0.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,11.786981,169.395,-16.0,Bushhr,False,8.0
1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,11.857557,169.643,-16.0,Bushhr,False,8.0
0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,11.778282,168.552,0.0,Bushhr,False,0.0
0.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,11.779913,168.7,1.0,Bushhr,False,1.0
1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,11.787302,167.312,-1.0,Bushhr,False,23.0
0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,11.783172,169.147,-16.0,Bushhr,False,8.0
0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,11.916211,170.833,-16.0,Bushhr,False,8.0
0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,11.784922,167.808,-16.0,Bushhr,False,8.0
1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,11.784205,168.552,0.0,Bushhr,False,0.0
0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,11.824037,169.345,-16.0,Bushhr,False,8.0
0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,11.815722,169.444,-16.0,Bushhr,False,8.0
0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,11.788589,169.147,-16.0,Bushhr,False,8.0
1.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,12.015081,172.47,-1.0,Bushhr,False,23.0
0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,11.778201,168.7,-16.0,Bushhr,False,8.0
0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,11.852982,169.742,-16.0,Bushhr,False,8.0
1.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,12.03944,170.337,0.0,Bushhr,False,0.0
1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,11.819926,169.246,-16.0,Bushhr,False,8.0
1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,12.037321,173.165,-8.0,Bushhr,True,16.0
0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,11.785908,166.964,0.0,Bushhr,False,0.0
1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,11.792761,168.8,-16.0,Bushhr,False,8.0
1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,11.789904,168.75,-16.0,Bushhr,False,8.0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.910479,170.536,-16.0,Bushhr,False,8.0
1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,11.790503,168.75,0.0,Bushhr,False,0.0
1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,11.912521,170.982,-16.0,Bushhr,False,8.0
1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,11.775839,168.601,-1.0,Bushhr,False,23.0
0.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,11.785908,166.964,0.0,Bushhr,False,0.0
1.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,11.81866,168.849,-16.0,Bushhr,False,8.0
1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,11.788497,167.262,0.0,Bushhr,False,0.0
0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,11.821428,169.246,-16.0,Bushhr,False,8.0
1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,11.918157,170.635,-16.0,Bushhr,False,8.0
1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,11.793487,169.246,-16.0,Bushhr,False,8.0
1.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,11.819926,169.246,-16.0,Bushhr,False,8.0
1.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,11.784205,168.552,0.0,Bushhr,False,0.0
1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,11.781912,168.849,0.0,Bushhr,False,0.0
0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,11.788589,169.147,-16.0,Bushhr,False,8.0
0.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,11.791153,168.8,-16.0,Bushhr,False,8.0
0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,11.852982,169.742,-16.0,Bushhr,False,8.0
0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,11.852982,169.742,-16.0,Bushhr,False,8.0
0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,11.785498,168.849,-16.0,Bushhr,False,8.0
0.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,11.981759,172.024,-16.0,Bushhr,False,8.0
0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,11.790816,169.296,-16.0,Bushhr,False,8.0
1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,11.794827,169.048,-16.0,Bushhr,False,8.0
1.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,11.959709,171.379,0.0,Bushhr,False,0.0
